start_sum,average_st,end_sum_1,GWBH,QXMC,Count_sport,Count_health,Count_entertainment,Count_life services,Count_business housing,Count_car,Count_tourist attrctions,Count_science_education_culture,Count_hotel,Count_financial,Count_transpoitation,Count_shopping,Count_company,Count_restaurant,Ar_uv,Ar_all,Count_bus,Count_subway,road_Le_1,road_Le_2,road_Le_3,road_Le_4,sum_road,Sum_grid_c,ave_price
136,9.823529412,119,174433,Futian,0,0,0,0,1,0,0,1,0,0,4,1,1,0,1.32E-06,2.19E-05,0,0,0.005686079,0.007693055,0,0,0.013379134,12738.35795,12.5354151
611,11.97217676,8156,174435,Futian,10,18,14,63,18,10,1,62,1,90,46,66,156,83,5.03E-06,2.19E-05,5,1,0.054275615,0.021654576,0,0,0.075930191,10842.51779,8.278599276
311,13.36655949,3553,174436,Futian,2,2,10,23,12,13,2,9,0,61,51,29,48,55,4.10E-06,2.19E-05,5,1,0.051212717,0.017226458,0,0,0.068439175,14042.5065,9.32289263
799,9.429286608,1733,174437,Futian,8,6,8,41,7,5,3,10,0,25,13,105,28,70,8.49E-07,2.19E-05,4,1,0.032977157,0.019900994,0,0,0.052878151,14876.07571,10.41209675
985,9.923857868,340,174439,Futian,4,28,4,74,23,11,0,23,28,6,27,137,60,229,0.000001034,2.19E-05,2,0,0.021921229,0.014890129,0,0,0.036811358,8968.561816,8.050036792
989,9.47421638,648,174440,Futian,0,4,1,15,6,1,2,2,2,8,13,31,25,8,2.04E-05,2.19E-05,0,0,0.003387009,0.030312003,0,0,0.033699012,440.1407743,7.738387399
608,9.174342105,696,175240,Nanshan,8,32,4,87,22,5,7,32,17,8,49,91,24,80,9.14E-06,2.19E-05,2,1,0.009079513,0.030652889,0,0,0.039732402,7793.85376,8.875844652
334,9.622754491,611,175241,Nanshan,3,11,6,37,13,9,0,9,1,5,33,91,55,18,6.28E-07,2.19E-05,0,0,0.014648432,0.008373925,0,0,0.023022357,5101.927715,8.938885298
237,10,5541,175245,Nanshan,7,6,3,22,11,6,0,26,16,13,23,32,63,32,0,2.19E-05,5,0,0.028556974,0.034210145,0,0,0.062767119,7751.853745,11.70617501
278,10.29496403,1051,175255,Futian,11,3,8,16,17,2,0,30,2,2,15,38,102,50,0,2.19E-05,3,0,0.009368968,0.022044654,0,0,0.031413622,2952.149754,8.602880295
219,10.81278539,1746,175262,Futian,3,2,2,9,6,2,1,15,0,1,10,19,3,6,0,2.19E-05,2,0,0.010366301,0.034635472,0,0,0.045001773,10422.51674,9.018216629
22,9.863636364,225,175263,Futian,0,0,1,1,0,5,0,0,0,0,5,3,1,1,0,2.19E-05,1,1,0.00982229,0.043447464,0,0,0.053269754,16221.36092,11.37578999
175,9.474285714,501,175271,Futian,4,5,3,24,18,3,0,21,3,18,32,18,52,20,3.69E-07,2.19E-05,2,0,0.020794628,0.032609272,0,0,0.0534039,492.5831819,5.882657553
302,10.17880795,2138,175273,Futian,5,13,8,37,7,12,5,3,3,26,32,125,52,77,1.60E-05,2.19E-05,6,2,0.026213333,0.032707536,0,0,0.058920869,173.3739264,6.534422404
466,11.16738197,2164,175274,Futian,12,18,11,139,49,7,0,51,5,34,70,1206,946,177,1.98E-05,2.19E-05,2,0,0.010649577,0.05043307,0,0,0.061082647,9043.754112,6.58853383
648,9.819444444,674,175276,Futian,7,13,4,62,26,6,2,67,18,17,57,82,104,100,1.30E-05,2.19E-05,2,0,0.014587809,0.023802872,0,0,0.038390681,14339.54001,7.681583825
695,10.16258993,2584,175278,Luohu,9,5,6,60,16,8,3,9,10,40,28,92,47,59,1.80E-06,2.19E-05,1,1,0.032044756,0.035191876,0,0,0.067236632,11918.10895,6.850380577
467,10.45610278,2546,175279,Luohu,10,24,5,82,25,11,3,54,20,57,58,104,103,106,1.82E-05,2.19E-05,5,0,0.031433815,0.027176307,0,0,0.058610122,10049.57706,7.068404321
554,9.78700361,1773,175280,Luohu,8,18,15,97,21,8,0,21,39,17,57,244,89,111,2.19E-05,2.19E-05,6,1,0.024797094,0.034813823,0,0,0.059610917,10599.5976,6.532500203
446,10.09865471,769,175281,Luohu,18,40,71,243,57,12,4,34,33,30,95,481,154,296,1.49E-05,2.19E-05,8,1,0.025332495,0.03150137,0,0,0.056833865,9835.159622,6.732446527
700,9.67,521,176071,Nanshan,0,0,0,4,1,2,6,2,1,0,10,9,0,3,1.69E-05,2.19E-05,3,0,0.015627649,0.025766434,0,0,0.041394083,8670.420334,9.937338739
196,10.11734694,347,176072,Nanshan,1,0,5,29,8,1,18,15,19,0,6,56,18,71,1.31E-05,2.19E-05,7,0,0.021981132,0.04101448,0,0,0.062995612,7845.073944,9.59014519
415,10.22168675,869,176073,Nanshan,3,11,3,59,11,17,0,16,7,3,37,97,14,63,1.14E-06,2.19E-05,1,0,0.039970145,0.035432775,0,0,0.07540292,8210.406815,9.221097663
96,9.46875,936,176074,Nanshan,7,28,3,47,15,6,2,53,4,2,42,58,21,40,0,2.19E-05,7,0,0.01137267,0.035587948,0,0,0.046960618,7408.485794,10.79752705
273,11.68131868,2090,176078,Nanshan,12,4,3,42,21,20,0,18,25,5,40,38,77,136,4.26E-06,2.19E-05,6,1,0.018911881,0.017495604,0,0,0.036407485,7326.096802,7.499453147
72,10.36111111,111,176085,Nanshan,1,0,7,1,1,1,7,2,1,0,6,1,1,3,0,2.19E-05,2,1,0.005627235,0.022788054,0,0,0.028415289,2120.415668,8.33810389
308,9.175324675,408,176091,Futian,17,23,8,51,7,12,5,27,2,15,32,185,21,85,0,0.000021914,3,0,0.012243456,0.044002706,0,0,0.056246162,2567.423485,8.848578697
174,8.948275862,159,176092,Futian,4,6,0,5,7,1,0,10,2,2,15,6,0,6,0,2.19E-05,2,0,0.023238941,0.02557145,0,0,0.048810391,2639.5865,8.775855211
132,9.484848485,154,176093,Futian,5,0,0,1,1,0,7,5,0,0,4,3,0,2,0,2.19E-05,0,0,0.019431838,0.041697661,0,0,0.061129499,2786.485344,13.89627808
8,12.25,74,176094,Futian,2,0,0,1,1,2,0,7,1,0,5,1,2,0,0,2.19E-05,1,0,0.010006734,0.020383215,0,0,0.030389949,5216.918255,11.64095955
124,11.4516129,419,176095,Futian,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.19E-05,1,0,0.011051124,0.025194924,0,0,0.036246048,10462.40005,14.68164794
336,10.18154762,2472,176104,Futian,6,1,0,17,4,0,3,9,1,0,21,25,34,17,0,2.19E-05,13,0,0.017888401,0.01831285,0,0,0.036201251,119.9404914,7.172147624
520,10.03653846,4199,176106,Futian,6,15,8,100,31,3,1,25,10,9,52,583,256,155,5.16E-06,2.19E-05,1,1,0.009761863,0.056790091,0,0,0.066551954,8052.494944,4.454742209
370,9.4,1582,176107,Futian,1,17,7,138,26,8,1,2,10,9,56,274,162,135,4.31E-06,2.19E-05,3,0,0.016088946,0.031082023,0,0,0.047170969,17837.51178,6.479103408
252,10.04365079,740,176112,Luohu,4,14,5,37,14,2,0,12,21,4,22,65,10,95,2.08E-05,2.19E-05,6,1,0.020209628,0.035398638,0,0,0.055608266,10865.92011,6.718407823
1634,9.128518972,700,176904,Nanshan,1,0,0,3,0,1,17,2,0,0,2,0,0,0,1.86E-05,2.19E-05,2,1,0.01744536,0.044283745,0,0,0.061729105,5865.240715,9.439844628
481,10.08731809,4875,176905,Nanshan,5,10,2,34,23,15,1,10,3,5,33,71,90,58,6.49E-06,2.19E-05,2,0,0.010466669,0.033986484,0,0,0.044453153,6846.608299,8.217262705
533,9.298311445,4531,176907,Nanshan,0,0,1,6,6,2,1,4,0,0,9,9,29,9,0,2.19E-05,0,0,0.018874492,0.03483887,0,0,0.053713362,3886.298714,12.75704041
419,9.164677804,192,176910,Nanshan,3,0,1,9,17,3,3,7,2,2,15,14,35,26,4.13E-06,2.19E-05,1,0,0.007758439,0.023994839,0,0,0.031753278,6485.354904,11.53137271
353,10.27195467,446,176912,Nanshan,3,3,0,9,2,1,0,4,0,0,3,4,3,0,3.13E-06,2.19E-05,0,0,0.00915379,0.007368483,0,0,0.016522273,1948.286774,11.58772982
271,9.295202952,514,176930,Futian,9,7,4,72,38,10,3,46,12,11,70,69,51,61,0,2.19E-05,4,1,0.035428324,0.009697057,0,0,0.045125381,14117.01372,11.92321996
234,10.12393162,1442,176931,Futian,0,0,0,1,0,8,3,0,0,0,3,0,0,1,0,2.19E-05,3,0,0.032664045,0.003339454,0,0,0.036003499,3647.165619,9.052755828
57,14.1754386,1238,176932,Futian,0,0,0,5,0,0,6,0,0,0,2,2,1,0,0,2.19E-05,3,1,0.033773487,0.003254529,0,0,0.037028016,3552.348244,10.75880973
210,9.814285714,674,176933,Futian,0,0,0,2,0,0,4,0,0,1,4,2,0,1,0,2.19E-05,4,1,0.035100384,0.012758983,0,0,0.047859367,4116.711731,11.11111111
242,9.44214876,350,176935,Futian,4,4,0,16,5,4,0,14,2,2,14,17,5,12,0,2.19E-05,2,0,0.010470601,0.012595071,0,0,0.023065672,711.0697247,11.41602572
